root@lamp-ubuntu-s-1vcpu-1gb-tor1-01:~# tcpdump -i eth0


20:51:50.512511 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 2781948:2782152, ack 1513, win 501, length 204
20:53:28.605328 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 350764:350968, ack 145, win 501, length 204
20:53:28.605401 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 350968:351172, ack 145, win 501, length 204
20:53:28.605453 IP cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891 > 138.197.158.231.ssh: Flags [.], ack 284588, win 4140, length 0
20:53:28.605475 IP cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891 > 138.197.158.231.ssh: Flags [.], ack 290096, win 4140, length 0
20:53:28.605492 IP cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891 > 138.197.158.231.ssh: Flags [.], ack 295196, win 4140, length 0
20:53:28.605504 IP cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891 > 138.197.158.231.ssh: Flags [.], ack 300500, win 4140, length 0
20:53:28.605607 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 351172:351960, ack 145, win 501, length 788
20:53:28.605690 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 351960:352164, ack 145, win 501, length 204
20:53:28.605759 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 352164:352368, ack 145, win 501, length 204
20:53:28.605831 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 352368:352572, ack 145, win 501, length 204
20:53:28.605923 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 352572:352776, ack 145, win 501, length 204
20:53:28.605996 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 352776:352980, ack 145, win 501, length 204
20:53:28.606068 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 352980:353184, ack 145, win 501, length 204
20:53:28.606136 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 353184:353388, ack 145, win 501, length 204
20:53:28.606221 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 353388:353592, ack 145, win 501, length 204
20:53:28.606326 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 353592:353796, ack 145, win 501, length 204
20:53:28.606394 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 353796:354000, ack 145, win 501, length 204
20:53:28.606450 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 354000:354204, ack 145, win 501, length 204
20:53:28.606505 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 354204:354408, ack 145, win 501, length 204
20:53:28.606571 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 354408:354612, ack 145, win 501, length 204
20:53:28.606631 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 354612:354816, ack 145, win 501, length 204
20:53:28.606685 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 354816:355020, ack 145, win 501, length 204
20:53:28.606743 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 355020:355224, ack 145, win 501, length 204
20:53:28.606797 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 355224:355428, ack 145, win 501, length 204
20:53:28.606851 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 355428:355632, ack 145, win 501, length 204
20:53:28.606919 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 355632:355836, ack 145, win 501, length 204
20:53:28.606973 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 355836:356040, ack 145, win 501, length 204
20:53:28.607027 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 356040:356244, ack 145, win 501, length 204
20:53:28.607080 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 356244:356448, ack 145, win 501, length 204
20:53:28.607149 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 356448:356652, ack 145, win 501, length 204
20:53:28.607259 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 356652:356856, ack 145, win 501, length 204
20:53:28.607334 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 356856:357060, ack 145, win 501, length 204
20:53:28.607393 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 357060:357264, ack 145, win 501, length 204
20:53:28.607456 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 357264:357468, ack 145, win 501, length 204
20:53:28.607510 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 357468:357672, ack 145, win 501, length 204
20:53:28.607565 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 357672:357876, ack 145, win 501, length 204
20:53:28.607619 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 357876:358080, ack 145, win 501, length 204
20:53:28.607676 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 358080:358284, ack 145, win 501, length 204
20:53:28.607730 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 358284:358488, ack 145, win 501, length 204
20:53:28.607788 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 358488:358692, ack 145, win 501, length 204
20:53:28.607869 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 358692:358896, ack 145, win 501, length 204
20:53:28.607941 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 358896:359100, ack 145, win 501, length 204
20:53:28.607998 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 359100:359304, ack 145, win 501, length 204
20:53:28.608053 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 359304:359508, ack 145, win 501, length 204
20:53:28.608111 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 359508:359712, ack 145, win 501, length 204
20:53:28.608164 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 359712:359916, ack 145, win 501, length 204
20:53:28.608221 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 359916:360120, ack 145, win 501, length 204
20:53:28.608281 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 360120:360324, ack 145, win 501, length 204
20:53:28.608338 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 360324:360528, ack 145, win 501, length 204
20:53:28.608396 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 360528:360732, ack 145, win 501, length 204
20:53:28.608454 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 360732:360936, ack 145, win 501, length 204
20:53:28.608515 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 360936:361140, ack 145, win 501, length 204
20:53:28.608582 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 361140:361344, ack 145, win 501, length 204
20:53:28.608645 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 361344:361548, ack 145, win 501, length 204
20:53:28.608703 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 361548:361752, ack 145, win 501, length 204
20:53:28.608756 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 361752:361956, ack 145, win 501, length 204
20:53:28.608813 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 361956:362160, ack 145, win 501, length 204
20:53:28.608867 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 362160:362364, ack 145, win 501, length 204
20:53:28.608924 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 362364:362568, ack 145, win 501, length 204
20:53:28.608983 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 362568:362772, ack 145, win 501, length 204
20:53:28.609040 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 362772:362976, ack 145, win 501, length 204
20:53:28.609109 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 362976:363180, ack 145, win 501, length 204
20:53:28.609164 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 363180:363384, ack 145, win 501, length 204
20:53:28.609220 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 363384:363588, ack 145, win 501, length 204
20:53:28.609284 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 363588:363792, ack 145, win 501, length 204
20:53:28.609344 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 363792:363996, ack 145, win 501, length 204
20:53:28.609401 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 363996:364200, ack 145, win 501, length 204
20:53:28.609463 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 364200:364404, ack 145, win 501, length 204
20:53:28.609521 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 364404:364608, ack 145, win 501, length 204
20:53:28.609575 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 364608:364812, ack 145, win 501, length 204
20:53:28.609631 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 364812:365016, ack 145, win 501, length 204
20:53:28.609692 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 365016:365220, ack 145, win 501, length 204
20:53:28.609749 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 365220:365424, ack 145, win 501, length 204
20:53:28.609803 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 365424:365628, ack 145, win 501, length 204
20:53:28.609862 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 365628:365832, ack 145, win 501, length 204
20:53:28.609916 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 365832:366036, ack 145, win 501, length 204
20:53:28.609969 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 366036:366240, ack 145, win 501, length 204
20:53:28.610035 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 366240:366444, ack 145, win 501, length 204
20:53:28.610090 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 366444:366648, ack 145, win 501, length 204
20:53:28.610159 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 366648:366852, ack 145, win 501, length 204
20:53:28.610232 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 366852:367056, ack 145, win 501, length 204
20:53:28.610302 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 367056:367260, ack 145, win 501, length 204
20:53:28.610381 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 367260:367464, ack 145, win 501, length 204
20:53:28.610440 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 367464:367668, ack 145, win 501, length 204
20:53:28.610500 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 367668:367872, ack 145, win 501, length 204
20:53:28.610568 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 367872:368076, ack 145, win 501, length 204
20:53:28.610639 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 368076:368280, ack 145, win 501, length 204
20:53:28.610702 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 368280:368484, ack 145, win 501, length 204
20:53:28.610796 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 368484:368688, ack 145, win 501, length 204
20:53:28.610859 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 368688:368892, ack 145, win 501, length 204
20:53:28.610924 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 368892:369096, ack 145, win 501, length 204
20:53:28.610985 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 369096:369300, ack 145, win 501, length 204
20:53:28.611043 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 369300:369504, ack 145, win 501, length 204
20:53:28.611101 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 369504:369708, ack 145, win 501, length 204
20:53:28.611157 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 369708:369912, ack 145, win 501, length 204
20:53:28.611213 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 369912:370116, ack 145, win 501, length 204
20:53:28.611292 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 370116:370320, ack 145, win 501, length 204
20:53:28.611373 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 370320:370524, ack 145, win 501, length 204
20:53:28.611436 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 370524:370728, ack 145, win 501, length 204
20:53:28.611494 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 370728:370932, ack 145, win 501, length 204
20:53:28.611548 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 370932:371136, ack 145, win 501, length 204
20:53:28.611603 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 371136:371340, ack 145, win 501, length 204
20:53:28.611661 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 371340:371544, ack 145, win 501, length 204
20:53:28.611715 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 371544:371748, ack 145, win 501, length 204
20:53:28.611772 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 371748:371952, ack 145, win 501, length 204
20:53:28.611826 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 371952:372156, ack 145, win 501, length 204
20:53:28.611892 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 372156:372360, ack 145, win 501, length 204
20:53:28.611950 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 372360:372564, ack 145, win 501, length 204
20:53:28.612014 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 372564:372768, ack 145, win 501, length 204
20:53:28.612067 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 372768:372972, ack 145, win 501, length 204
20:53:28.612121 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 372972:373176, ack 145, win 501, length 204
20:53:28.612177 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 373176:373380, ack 145, win 501, length 204
20:53:28.612237 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 373380:373584, ack 145, win 501, length 204
20:53:28.612274 IP cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891 > 138.197.158.231.ssh: Flags [.], ack 304172, win 4140, length 0
20:53:28.612300 IP cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891 > 138.197.158.231.ssh: Flags [.], ack 307028, win 4140, length 0
20:53:28.612308 IP cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891 > 138.197.158.231.ssh: Flags [.], ack 308488, win 4140, length 0
20:53:28.612310 IP cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891 > 138.197.158.231.ssh: Flags [.], ack 310592, win 4140, length 0
20:53:28.612319 IP cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891 > 138.197.158.231.ssh: Flags [.], ack 315488, win 4140, length 0
20:53:28.612409 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 373584:374524, ack 145, win 501, length 940
20:53:28.612468 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 374524:374728, ack 145, win 501, length 204
20:53:28.612530 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 374728:374932, ack 145, win 501, length 204
20:53:28.612585 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 374932:375136, ack 145, win 501, length 204
20:53:28.612638 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 375136:375340, ack 145, win 501, length 204
20:53:28.612695 IP 138.197.158.231.ssh > cpe9050ca239d63-cm9050ca239d60.cpe.net.cable.rogers.com.55891: Flags [P.], seq 375340:375544, ack 145, win 501, length 204
